order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
26832,6990,prior,23,6,11,14
26834,24425,prior,9,2,11,30
26838,14856,prior,10,3,14,30
26843,8020,prior,10,2,16,5
26844,60956,prior,13,0,20,7
26846,672,prior,8,3,13,7
26856,3378,prior,9,2,11,2
26858,15030,prior,24,1,8,0
26859,28369,prior,25,2,19,5
26860,15860,prior,2,4,19,12
26861,31587,prior,6,0,14,30
26862,24056,prior,4,2,10,2
26863,51757,prior,9,0,16,17
26868,55646,prior,7,6,10,20
26870,7335,prior,4,3,9,2
26873,8229,prior,1,4,19,
26875,9029,prior,40,1,0,6
26876,28745,prior,88,1,14,0
26885,48124,prior,2,4,14,29
26890,19318,prior,46,3,18,4
26891,40611,prior,9,0,12,14
26893,3905,prior,3,6,10,5
26898,42949,train,14,6,9,7
26904,56944,prior,13,6,10,30
26905,15538,prior,6,4,20,1
26907,30969,prior,10,0,9,14
26913,34874,prior,17,6,14,13
26915,62270,train,10,4,18,5
26917,56962,prior,3,5,18,4
26918,9341,prior,17,3,15,2
26921,13860,prior,4,1,12,30
26929,36392,prior,5,6,10,30
26933,49112,prior,1,5,13,
26938,38940,prior,7,3,17,7
26939,49763,prior,16,6,16,6
26940,30323,prior,16,5,19,28
26946,19118,prior,2,0,13,20
26949,8579,prior,1,1,19,
26955,54258,prior,19,2,11,23
26957,44518,prior,6,0,21,6
26958,59443,prior,23,4,20,16
26963,23455,prior,2,2,14,19
26968,882,train,5,4,13,3
26970,39184,prior,1,2,18,
26974,41324,prior,12,1,16,1
26976,3827,prior,67,4,8,2
26982,57624,prior,9,6,19,2
26983,53691,prior,8,3,16,13
26989,16364,prior,98,1,23,0
26993,35252,prior,3,4,17,3
26996,32980,prior,1,1,11,
26997,53794,prior,23,6,13,11
27001,18234,prior,20,6,17,9
27006,52196,prior,35,5,12,7
27007,25899,prior,1,5,22,
27026,1350,prior,9,2,10,7
27028,27795,prior,2,4,14,14
27033,22699,prior,29,4,19,1
27034,31776,prior,2,4,17,30
27043,49311,prior,9,1,11,4
27045,60947,prior,21,1,13,8
27048,6090,prior,4,1,16,5
27051,17395,prior,1,2,13,
27052,39907,prior,6,2,16,11
27053,21456,prior,23,2,7,12
27055,29381,prior,3,2,15,18
27056,28102,prior,18,4,13,30
27063,16505,prior,2,2,9,7
27064,63013,prior,16,4,10,17
27077,31042,prior,9,2,19,4
27080,14620,prior,1,1,20,
27081,55445,prior,52,5,12,3
27082,54597,prior,45,2,9,1
27085,10332,prior,11,0,1,7
27088,13010,prior,14,6,13,3
27092,19338,prior,5,4,16,10
27098,2735,prior,57,3,9,7
27102,37459,prior,17,6,12,6
27104,47343,train,6,2,10,26
27107,8044,prior,8,4,18,4
27113,22368,prior,7,3,6,18
27114,55835,prior,44,1,9,5
27128,6108,train,7,3,18,11
27129,53345,prior,13,3,11,8
27131,5757,prior,5,0,7,30
27133,1748,prior,39,2,9,10
27137,57252,prior,47,2,19,1
27138,35710,prior,6,3,13,29
27141,62371,prior,31,4,10,2
27146,52550,prior,8,5,10,7
27161,3974,prior,6,1,19,9
27173,11112,prior,17,2,8,0
27174,22832,prior,12,4,9,2
27177,47869,prior,58,0,17,8
27179,37056,prior,76,3,17,5
27180,30877,prior,10,2,19,9
27181,22767,prior,40,2,17,5
27190,37413,prior,5,2,0,15
27191,57890,prior,1,2,20,
27194,19887,prior,9,0,14,30
27200,28656,prior,13,2,20,7
27203,38679,prior,8,4,10,7
27204,35695,prior,1,2,6,
27215,37289,prior,19,5,11,3
27217,34230,prior,9,4,7,17
27221,22445,prior,13,2,14,6
27226,44006,prior,36,1,22,17
27227,59997,prior,1,1,10,
27232,42182,prior,20,4,12,6
27233,62804,prior,3,1,17,4
27235,39254,prior,5,0,13,14
27237,37987,prior,6,6,8,12
27239,7641,prior,43,5,13,5
27241,3358,prior,18,0,9,14
27255,23368,prior,9,4,11,16
27260,6557,test,9,5,9,9
27273,6201,prior,2,5,8,6
27277,5601,prior,15,1,8,5
27281,16824,prior,2,0,13,11
27284,37362,prior,3,4,18,3
27287,1135,prior,2,6,13,30
27292,36660,prior,38,3,15,2
27293,56080,prior,18,0,8,6
27295,44050,prior,13,1,15,3
27297,8906,prior,11,5,13,7
27299,21982,prior,3,0,14,8
27300,6587,prior,27,1,8,3
27301,22982,prior,5,2,14,30
27306,45098,prior,11,6,10,4
27307,41363,prior,3,3,10,18
27309,23101,prior,10,1,11,11
27310,10243,prior,14,0,23,27
27311,48599,prior,70,4,9,3
27313,12020,prior,3,0,19,30
27314,53673,prior,27,1,12,1
27316,210,prior,77,4,16,3
27324,28381,prior,6,1,10,5
27325,46345,prior,33,5,13,3
27326,20831,prior,59,2,16,8
27328,11604,prior,8,0,13,13
27332,43178,prior,14,0,18,4
27333,41125,prior,4,5,9,30
27339,1268,train,6,6,9,14
27340,55785,prior,19,1,14,3
27341,21797,prior,4,1,15,7
27343,7874,prior,1,2,8,
27345,16652,prior,2,2,17,4
27349,40227,prior,7,5,7,10
27353,46877,prior,36,4,8,1
27355,4389,prior,10,6,9,21
27356,62596,prior,13,1,7,20
27357,17979,test,7,1,13,7
27359,23408,prior,3,5,15,10
27366,57590,prior,38,2,11,6
27371,5349,prior,2,6,13,7
27373,47904,test,15,3,16,0
27374,47234,train,4,2,14,30
27382,25749,prior,4,6,15,12
27384,37636,prior,47,5,13,6
27388,3827,prior,63,5,13,0
27389,26950,prior,6,0,14,3
27392,39117,prior,26,0,18,7
27393,11386,prior,16,6,12,6
27394,28102,prior,30,0,10,2
27396,17446,prior,2,2,17,29
27402,45864,prior,12,1,11,12
27405,19796,prior,8,4,8,4
27406,3656,prior,10,1,12,12
27411,60918,prior,12,0,14,5
27414,61480,prior,13,4,13,13
27418,60932,prior,36,1,10,2
27419,39900,prior,11,2,13,30
27430,61375,prior,14,0,8,8
27431,14473,prior,22,5,14,7
27433,14798,prior,68,3,15,4
27444,4440,prior,7,0,22,30
27445,39710,prior,1,3,12,
27448,35760,prior,4,2,15,30
27449,54627,prior,2,3,20,4
27459,41604,prior,3,2,17,30
27462,3513,prior,11,1,19,30
27467,32394,prior,19,1,21,5
27470,20175,prior,20,3,15,9
27479,57153,prior,26,0,18,6
27480,33162,prior,2,6,14,30
27481,18948,prior,32,4,9,1
27484,44275,prior,3,4,20,30
27491,36811,prior,16,0,1,2
27493,47116,train,7,6,17,11
27494,20152,prior,42,2,14,6
27496,3976,prior,10,6,9,7
27497,31539,prior,14,3,9,9
27499,32290,train,6,2,11,30
27501,10215,prior,37,1,7,7
27504,41925,prior,4,2,17,12
27506,41044,prior,2,5,10,27
27509,9549,prior,16,3,15,5
27515,20297,prior,29,1,12,3
27516,11137,prior,14,2,17,18
27518,38004,prior,4,1,10,20
27519,8664,prior,74,6,10,2
27525,13809,prior,17,1,16,30
27529,51509,prior,1,0,18,
27530,9898,prior,20,6,10,11
27531,46546,prior,17,1,19,30
27532,36162,prior,12,4,16,7
27534,5381,prior,29,2,9,6
27535,18632,prior,79,3,12,5
27537,48348,prior,5,4,18,17
27538,62058,prior,1,1,12,
27541,40074,prior,9,6,7,7
27542,22195,prior,5,0,13,9
27543,6142,prior,5,6,15,2
27544,41027,prior,36,6,7,4
27545,41128,prior,13,6,15,3
27549,57822,prior,43,2,10,6
27551,34340,prior,15,2,18,4
27560,62615,prior,5,3,18,2
27561,60078,prior,18,1,14,13
27564,44331,prior,24,3,10,5
27566,1824,prior,6,6,14,8
27567,60807,prior,79,3,9,4
27570,21284,prior,13,0,14,9
27572,54263,prior,7,4,13,4
27577,45691,prior,14,2,15,9
27582,19748,train,5,1,9,7
27584,3584,prior,10,3,9,9
27589,7019,prior,11,5,22,5
27593,9185,prior,19,1,13,8
27594,5731,prior,21,3,17,4
27596,40041,prior,20,0,1,11
27599,26616,prior,4,4,19,28
27601,2162,prior,3,4,14,0
27605,20398,prior,6,2,8,6
27606,17671,prior,46,3,16,7
27607,6254,prior,2,2,21,1
27610,49910,prior,33,2,13,4
27611,8845,prior,23,4,15,0
27616,37174,prior,22,0,16,3
27619,1537,prior,32,6,10,7
27629,46618,prior,5,4,8,5
27635,47044,prior,1,3,22,
27638,31456,prior,18,5,9,8
27641,2533,prior,10,2,11,3
27646,8091,prior,16,5,22,4
27647,22297,prior,7,2,8,17
27650,45234,prior,42,3,16,2
27653,16967,prior,6,2,10,15
27656,42258,prior,7,0,17,5
27657,7885,prior,3,1,14,4
27660,20115,train,23,5,5,15
27662,562,prior,31,1,13,4
27663,2964,prior,1,1,13,
27666,2215,prior,10,0,17,1
27668,55167,prior,23,1,20,10
27671,18464,prior,20,3,17,30
27673,60748,prior,7,4,10,30
27682,11431,prior,43,4,16,6
27683,30445,prior,26,3,15,12
27687,46727,prior,7,1,17,30
27690,3514,prior,27,4,8,0
27692,56476,prior,1,6,16,
27693,29692,prior,6,0,20,30
27696,27550,train,37,2,17,3
27697,6302,prior,10,3,11,4
27698,14868,prior,82,1,19,1
27705,25748,prior,6,4,16,29
27708,24523,prior,45,5,7,5
27712,35551,prior,21,1,8,7
27714,40819,prior,10,5,16,5
27718,60210,prior,10,1,6,1
27725,51806,prior,16,5,19,0
27727,18782,prior,49,6,9,6
27733,39695,prior,16,1,18,8
27735,2246,prior,4,4,9,29
27736,667,prior,17,1,9,3
27746,39987,train,13,0,16,13
27760,22691,prior,6,1,12,15
27761,39929,prior,41,2,10,10
27764,19244,prior,1,0,12,
27765,20089,prior,34,0,11,1
27768,6743,prior,3,5,9,0
27770,46202,prior,22,6,19,3
27775,54070,prior,23,5,14,21
27776,26560,prior,13,1,15,5
27785,50074,prior,70,4,11,1
27788,18751,train,10,3,17,19
27789,61771,prior,51,4,7,1
27795,41776,prior,17,1,8,5
27799,7981,prior,7,3,1,30
27803,21915,prior,17,3,9,8
27804,51063,prior,43,1,8,6
27806,36143,prior,30,5,14,17
27810,29162,train,5,6,15,9
27811,43108,prior,24,3,22,5
27814,52017,prior,12,3,18,5
27815,10569,prior,4,1,20,30
27816,15649,prior,2,4,9,30
27820,17199,prior,33,5,12,3
27822,56931,prior,4,6,21,12
27824,12752,prior,30,6,14,6
27825,58668,prior,41,2,14,5
27828,35071,prior,1,1,13,
27834,18275,prior,11,0,11,12
27843,17351,prior,10,2,18,21
27845,44329,prior,28,5,9,4
27847,27858,prior,4,0,11,8
27849,57526,prior,31,4,15,1
27850,16604,prior,1,1,14,
27855,55899,prior,2,0,7,10
27857,52939,prior,31,2,14,8
27867,1793,prior,43,3,0,4
27873,16311,prior,9,4,8,1
27876,12233,prior,11,3,20,30
27880,9220,prior,3,1,20,19
27885,56022,prior,59,0,9,5
27886,36260,prior,1,0,11,
27888,52919,prior,62,6,15,5
27894,25870,prior,44,0,12,7
27896,430,prior,6,2,7,3
27897,47861,prior,1,4,16,
27898,55078,prior,3,0,17,30
27902,31769,prior,5,1,22,6
27903,49717,prior,21,1,16,6
27907,868,prior,44,5,7,3
27918,30434,prior,40,1,17,20
27919,55751,test,33,3,14,30
27920,60615,prior,2,2,10,11
27921,7852,prior,6,1,17,14
27922,24763,prior,14,2,13,8
27924,30642,prior,8,1,9,17
27926,43819,prior,39,5,7,7
27931,20842,prior,32,1,13,29
27938,6027,train,5,5,20,30
27941,50336,prior,17,5,10,16
27943,7819,prior,3,1,20,9
27947,10511,prior,4,6,15,10
27948,38927,prior,13,0,7,17
27949,21018,prior,5,2,9,6
27953,39275,prior,17,2,17,22
27955,652,prior,45,6,10,5
27965,29105,prior,5,0,11,30
27966,10866,prior,5,5,16,26
27970,27593,prior,4,1,22,19
27974,11611,prior,2,4,11,11
27975,41896,prior,49,5,17,4
27983,39952,prior,12,0,17,14
27985,46516,prior,10,4,23,25
27987,21436,prior,1,2,15,
27988,17472,prior,17,1,12,8
27991,19049,prior,7,6,19,3
27995,47140,prior,2,5,13,17
27998,52660,prior,13,2,9,8
27999,24557,prior,7,1,13,30
28000,982,prior,6,0,12,17
28002,11068,prior,3,3,19,6
28003,33439,prior,2,2,11,0
28005,16113,prior,24,1,10,5
28006,45069,prior,17,4,16,2
28014,56060,prior,6,3,17,16
28018,3159,prior,5,4,7,11
28021,38672,train,4,3,16,18
28023,43174,prior,30,1,22,12
28028,46816,prior,14,6,13,10
28029,36192,prior,2,4,15,27
28030,7562,prior,39,4,8,2
28033,10705,test,17,4,22,14
28038,35590,prior,7,0,15,6
28039,20029,prior,18,6,18,27
28041,55032,prior,2,0,14,30
28042,28882,prior,2,1,16,24
28043,55341,prior,5,4,14,30
28045,15819,prior,25,2,17,20
28047,195,prior,3,0,13,9
28050,46385,prior,36,2,12,3
28053,9306,prior,1,5,23,
28056,54603,prior,25,0,13,19
28060,47015,prior,11,4,15,2
28062,51891,prior,3,4,16,15
28063,18417,prior,12,3,8,2
28064,54411,prior,4,0,14,14
28065,164,prior,5,6,10,30
28067,21116,prior,3,0,13,30
28074,32466,prior,11,1,8,4
28088,35362,prior,3,3,13,7
28089,17412,test,4,2,15,30
28091,30737,prior,49,1,10,5
28092,5452,prior,4,1,16,10
28095,56214,prior,1,0,20,
28096,11574,prior,18,0,22,24
28098,32735,prior,10,5,9,5
28102,52212,prior,3,5,14,6
28104,17969,prior,11,5,15,12
28105,2461,prior,4,1,11,6
28107,57123,prior,5,4,6,16
28109,59204,prior,4,2,11,30
28111,19408,prior,15,2,14,22
28113,11588,prior,46,1,12,4
28118,37983,prior,35,4,23,1
28120,17024,prior,1,1,16,
28122,11824,prior,25,5,15,7
28141,14965,prior,10,6,11,19
28142,10586,prior,7,6,13,13
28147,26237,prior,3,5,19,30
28148,42723,prior,5,2,16,27
28149,36007,prior,62,0,14,0
28150,38757,prior,2,4,8,5
28157,55700,prior,13,2,8,15
28161,22588,prior,10,6,16,21
28163,49232,prior,3,5,10,30
28167,21916,prior,6,4,7,7
28168,58516,prior,2,5,10,9
28171,13050,prior,36,3,12,5
28177,55259,prior,9,4,13,16
28180,11275,prior,3,3,17,16
28181,52685,prior,3,2,16,17
28184,18661,prior,1,3,8,
28186,6978,prior,30,6,9,3
28189,3283,prior,6,1,13,4
28197,24565,prior,57,2,12,1
28199,25770,prior,50,3,12,7
28204,31121,prior,57,1,19,6
28206,40607,train,8,4,14,13
28208,1024,prior,25,2,16,1
28209,8337,prior,23,2,17,8
28212,43617,prior,3,0,18,20
28214,26269,prior,35,0,23,4
28220,20900,prior,30,2,18,13
28224,13253,prior,24,6,12,7
28226,12484,prior,25,1,7,30
28239,5695,prior,3,6,12,4
28240,36684,prior,5,4,17,4
28252,14121,prior,13,3,18,2
28253,15116,prior,35,6,11,7
28256,21310,prior,1,0,16,
28257,62857,prior,3,6,8,4
28258,13830,prior,9,6,20,8
28266,1948,prior,40,3,17,5
28268,26349,prior,10,4,13,3
28269,60257,prior,3,3,13,2
28272,770,prior,3,4,17,30
28276,47058,prior,12,0,13,11
28278,53849,prior,2,6,9,16
28286,20144,prior,39,6,10,9
28291,11833,prior,13,1,13,18
28293,41396,prior,7,0,14,0
28296,34933,prior,5,5,14,7
28298,18782,prior,17,0,14,7
28301,50325,train,29,2,9,11
28304,44368,prior,10,6,21,4
28305,25646,prior,7,6,12,11
28314,58871,prior,22,4,22,11
28316,58574,test,5,0,9,30
28322,854,prior,10,3,14,3
28325,42668,prior,10,5,17,10
28327,26082,prior,9,3,14,10
28328,41996,prior,50,1,8,5
28331,1130,prior,28,2,10,1
28334,60208,prior,2,6,15,6
28336,59293,prior,12,0,15,0
28337,8742,prior,18,5,11,1
28338,48827,train,10,1,10,30
28340,47046,prior,17,0,17,7
28346,60272,prior,28,0,8,6
28348,25284,prior,10,5,17,3
28349,3375,prior,26,3,13,4
28353,48201,prior,12,0,14,1
28355,48047,prior,4,5,16,30
28356,26427,prior,8,0,14,24
28357,30349,prior,49,0,13,5
28359,52489,prior,48,2,8,1
28368,18920,prior,2,0,18,30
28369,20626,test,4,0,13,8
28374,14789,prior,2,4,20,6
28375,885,prior,20,0,20,12
28376,29809,prior,8,3,11,30
28377,8365,prior,45,4,5,3
28378,9307,prior,10,3,9,30
28383,40590,prior,11,1,9,3
28384,62159,prior,1,4,20,
28387,14620,prior,4,1,17,1
28388,63050,prior,12,0,18,3
28389,60769,prior,21,3,16,17
28396,271,prior,14,4,14,30
28397,24560,prior,9,0,15,4
28401,18357,prior,4,5,20,12
28402,20126,prior,43,1,14,1
28406,44769,prior,49,2,17,1
28407,52679,prior,5,6,9,30
28409,31836,prior,1,0,20,
28410,54925,prior,1,2,15,
28415,46931,prior,6,6,21,30
28418,6605,prior,1,1,9,
28425,5156,prior,11,0,14,19
28431,17972,prior,1,6,9,
28433,16475,prior,5,2,11,8
28438,17394,prior,24,1,13,21
28439,29537,prior,13,2,8,4
28440,49744,prior,28,3,13,22
28442,33863,prior,50,3,19,4
28447,30466,prior,4,5,17,6
28453,49123,train,5,0,14,11
28454,24765,prior,27,0,14,30
28455,61147,prior,6,6,14,8
28456,54320,prior,12,0,13,21
28458,41380,prior,31,1,16,6
28463,34366,prior,9,2,20,14
28466,17038,prior,7,0,15,7
28471,50457,prior,12,5,10,7
28474,3534,prior,1,1,12,
28475,59958,prior,7,2,18,16
28476,14814,prior,18,3,21,0
28479,41119,prior,9,2,12,16
28480,6545,prior,1,3,10,
28487,3417,prior,22,3,16,3
28490,37822,prior,1,0,7,
28494,14974,prior,3,2,12,6
28498,58421,prior,14,0,9,8
28507,17493,prior,52,1,12,3
28517,138,prior,13,6,14,7
28524,50471,prior,41,2,15,2
28527,31258,prior,3,6,16,10
28528,24087,prior,1,5,19,
28534,10241,prior,7,4,11,6
28537,39351,prior,1,4,14,
28539,12855,prior,8,2,6,7
28541,32617,prior,56,4,7,5
28546,42307,prior,7,2,8,10
28554,21008,prior,20,0,14,5
28556,6588,prior,6,3,11,30
28557,4477,prior,8,2,21,10
28566,30949,prior,17,6,11,7
28572,16908,prior,49,3,16,11
28574,61942,prior,11,5,12,11
28577,25230,prior,3,1,13,17
28578,23840,prior,4,2,12,5
28588,57226,prior,37,0,10,4
28590,7513,prior,14,5,7,6
28591,46760,prior,14,3,18,8
28597,19242,prior,36,6,14,5
28602,48321,prior,24,3,10,9
28604,44509,prior,5,0,13,7
28611,25872,prior,20,3,14,7
28612,57895,prior,17,5,14,12
28617,27851,prior,1,5,15,
28620,26005,prior,16,1,16,7
28624,52694,prior,30,2,9,18
28629,52948,prior,18,6,12,9
28630,10915,prior,24,5,17,9
28635,2175,prior,18,2,13,0
28636,8977,prior,1,1,16,
28646,3209,prior,7,2,18,30
28648,48308,prior,4,2,9,2
28650,56138,prior,1,5,0,
28652,28273,prior,7,1,9,30
28663,25242,prior,17,2,8,8
28665,54700,prior,2,5,8,30
28667,26022,prior,14,3,14,7
28670,1683,prior,31,2,15,2
28672,60852,prior,5,6,18,14
28675,17179,prior,2,3,11,30
28678,35433,prior,12,1,8,28
28679,35590,prior,31,4,16,18
28680,40818,prior,5,6,16,6
28682,56261,prior,19,6,10,15
28685,8939,prior,23,4,20,5
28691,58611,prior,14,3,10,14
28692,6436,prior,10,0,10,30
28693,35584,prior,6,0,20,14
28696,2068,train,13,3,22,8
28697,49877,prior,18,3,12,30
28700,5914,prior,13,1,12,30
28703,21571,prior,1,0,18,
28704,13958,prior,60,1,9,14
28705,1140,prior,4,3,11,14
28707,20578,test,5,1,14,13
28709,15647,prior,10,6,16,7
28710,40079,test,5,6,14,30
28714,17974,prior,52,3,15,2
28721,13554,prior,2,1,11,5
28724,6817,prior,10,5,13,4
28726,43608,prior,4,6,7,6
28728,34483,prior,11,0,13,2
28729,58173,prior,3,6,15,8
28730,58465,prior,6,3,19,18
28738,57071,prior,46,3,12,10
28749,59859,prior,1,1,13,
28750,15855,prior,14,3,10,1
28753,61984,prior,3,1,15,30
28755,34197,prior,16,6,13,2
28757,37598,prior,5,0,10,30
28760,61179,prior,7,0,14,9
28765,4610,prior,28,0,10,6
28769,25159,prior,20,1,10,6
28770,42865,prior,4,3,15,17
28772,22112,prior,23,3,9,10
28773,36407,prior,2,6,3,30
28775,9710,prior,10,4,10,5
28782,28084,prior,17,5,13,8
28785,55336,prior,59,2,14,1
28790,13240,prior,3,6,1,13
28791,1549,prior,23,2,19,3
28800,11750,train,8,3,11,30
28805,38494,prior,78,6,11,3
28807,36471,prior,62,5,15,2
28810,2117,prior,12,3,9,7
28811,8741,prior,11,5,14,8
28815,53299,prior,5,3,18,21
28819,22955,prior,5,1,11,11
28821,16546,prior,7,3,11,5
28822,37633,prior,4,0,16,7
28826,41466,prior,9,2,19,6
28831,44734,prior,15,3,9,30
28837,47029,prior,44,0,13,7
28838,4218,prior,23,4,11,14
28840,23027,prior,3,0,14,8
28844,6690,prior,2,2,21,30
28848,55027,prior,3,0,15,29
28850,28656,prior,7,2,13,15
28855,61580,prior,1,4,13,
28861,7744,prior,32,2,18,2
28868,19253,prior,15,4,11,7
28871,32274,prior,24,2,18,3
28873,59523,test,6,0,16,30
28875,32726,prior,27,2,10,13
28876,19367,prior,11,5,11,4
28886,18506,prior,14,0,16,4
28891,20966,prior,41,6,15,16
28893,34766,prior,8,6,8,7
28897,21253,prior,64,3,18,1
28899,21619,prior,26,0,13,7
28900,8728,prior,1,1,8,
28909,41457,prior,46,5,13,2
28914,34016,prior,2,1,19,2
28916,12450,prior,8,1,14,16
28921,51195,prior,3,4,19,11
28922,9049,prior,55,1,14,3
28926,15286,test,8,5,16,6
28927,8687,prior,2,0,14,5
28933,56878,prior,13,0,16,7
28940,35741,prior,14,5,16,14
28944,2201,prior,6,6,15,16
28945,52440,prior,19,3,8,2
28949,48469,prior,56,2,12,4
28956,42959,train,25,0,9,7
28957,47038,prior,80,4,13,2
28960,57153,prior,33,3,14,7
28964,16283,prior,4,5,10,13
28965,35276,prior,8,6,17,30
28968,23099,prior,21,1,15,13
28971,34022,prior,4,6,14,16
28973,42422,prior,1,3,13,
28975,56159,prior,4,2,15,30
28978,20115,prior,1,3,9,
28981,15000,prior,17,1,14,5
28986,59103,test,7,6,14,4
28987,2175,prior,14,6,17,7
28989,48660,prior,14,1,22,12
28992,37555,prior,4,6,18,11
28993,46255,prior,18,6,16,4
28994,21987,prior,44,1,21,4
28997,4703,prior,28,4,19,19
28999,21313,prior,63,5,18,3
29000,62941,prior,6,0,10,30
29004,34921,prior,22,0,11,16
29009,56185,prior,7,1,14,1
29011,59879,prior,9,2,22,3
29016,8737,prior,35,1,9,1
29018,48993,prior,5,3,20,9
29019,2825,prior,22,0,11,13
29022,6539,prior,2,1,19,17
29025,36972,prior,56,0,10,6
29026,26846,prior,5,3,12,30
29032,62820,prior,4,2,18,8
29037,4362,prior,24,3,10,11
29038,19456,prior,19,0,13,10
29039,48806,train,15,6,15,11
29040,57629,prior,17,6,9,20
29042,2399,prior,29,0,18,5
29044,30448,prior,23,5,14,3
29046,23053,prior,19,5,14,7
29047,16998,prior,29,4,23,3
29053,54471,prior,18,5,15,4
29057,28330,prior,14,0,11,5
29062,51448,prior,2,2,8,2
29063,61657,prior,4,2,15,30
29065,51315,prior,4,6,18,26
29076,17919,prior,8,1,8,7
29083,42855,prior,7,3,8,30
29087,32032,prior,1,1,8,
29089,26877,prior,4,6,22,30
29090,7618,prior,35,5,18,6
29091,22440,prior,44,5,14,2
29095,35767,prior,9,0,15,7
29097,20451,prior,65,2,13,2
29103,12982,prior,10,1,10,16
29105,57202,prior,24,0,10,6
29106,49980,prior,20,3,11,4
29112,53948,prior,46,1,7,6
29113,46733,train,4,0,10,30
29115,27430,prior,61,3,22,7
29120,16892,prior,4,3,17,19
29121,33350,prior,9,1,15,14
29127,1899,prior,10,4,18,9
29129,32666,prior,21,4,18,4
29135,56697,prior,28,4,19,12
29137,7185,prior,52,3,8,23
29141,23172,prior,9,0,13,30
29144,48046,prior,3,0,19,30
29145,39091,prior,8,0,16,22
29146,5032,prior,10,3,12,30
29153,1862,prior,41,3,18,7
29157,38937,prior,2,6,19,7
29158,24712,prior,3,1,9,2
29159,38462,prior,16,5,18,3
29165,58440,prior,5,0,9,13
29170,50024,prior,78,1,9,4
29171,257,prior,16,1,0,6
29172,24297,prior,3,5,17,14
29174,39707,prior,10,4,8,5
29176,15221,prior,78,2,14,1
29178,18544,prior,16,4,11,30
29180,15462,prior,7,2,12,30
29181,32766,prior,37,2,12,8
29189,29091,prior,4,1,13,6
29192,57806,prior,40,2,8,15
29195,30764,prior,17,3,14,11
29199,34466,prior,51,0,8,3
29200,36088,prior,9,1,13,11
29202,17776,prior,44,3,8,7
29207,51515,prior,71,4,18,4
29217,40644,prior,26,0,17,6
29225,60341,train,71,5,13,2
29227,27469,prior,19,2,11,8
29229,21905,prior,10,0,16,12
29231,18376,prior,2,3,16,0
29233,14173,prior,7,0,21,14
29240,37764,prior,3,1,10,2
29244,55709,prior,16,6,15,4
29246,58679,prior,19,2,13,9
29249,14243,prior,14,6,15,1
29251,41500,prior,8,4,19,7
29253,13906,prior,13,0,12,10
29257,52578,prior,4,6,11,4
29260,48745,prior,31,4,9,4
29261,2337,prior,2,3,17,30
29266,62654,prior,7,1,10,10
29267,14197,prior,4,2,7,7
29269,8650,prior,3,0,16,23
29275,45093,prior,28,2,14,1
29278,22983,prior,22,1,13,21
29280,20231,prior,2,0,11,14
29283,36148,test,5,6,11,30
29286,4758,prior,16,2,19,4
29301,62133,prior,71,5,11,9
29303,36260,prior,4,3,18,30
29309,24349,prior,3,6,7,30
29312,31048,prior,3,4,18,7
29313,37883,prior,6,0,16,16
29315,38275,prior,13,3,15,24
29318,45352,prior,11,2,10,4
29319,16386,prior,7,5,14,20
29320,35793,prior,12,1,10,20
29321,3377,prior,34,1,17,2
29325,54709,prior,28,1,18,22
29330,28831,prior,89,1,14,4
29331,44907,prior,3,2,18,30
29334,30345,prior,6,3,10,30
29340,25939,prior,2,4,14,5
29341,45033,prior,7,0,14,7
29342,14868,prior,29,3,11,1
29345,32985,prior,29,2,8,3
29346,45932,prior,1,6,15,
29349,45885,prior,3,4,14,11
29352,32034,prior,13,3,17,0
29355,14495,prior,15,0,12,6
29360,61006,prior,6,1,17,30
29361,45670,train,64,4,14,4
29365,17099,prior,10,1,17,30
29367,32883,prior,36,1,14,7
29368,14631,prior,9,5,10,10
29370,5583,prior,24,3,19,17
29382,58096,prior,21,5,12,23
29390,32863,prior,59,5,19,4
29391,39453,prior,31,1,14,4
29392,42671,prior,14,5,8,19
29394,35546,prior,15,1,13,5
29396,21964,prior,6,0,23,25
29400,35620,prior,11,6,12,13
29409,898,prior,28,5,8,2
29411,56670,prior,10,6,0,14
29412,29479,prior,14,1,11,7
29414,19543,prior,7,1,8,9
29415,22498,prior,51,0,16,7
29416,2075,prior,4,5,13,1
29419,48787,prior,28,5,10,5
29426,3677,prior,4,6,13,8
29431,52029,prior,32,4,20,6
29434,28811,prior,3,3,15,8
29436,57704,prior,29,0,15,1
29439,35302,prior,5,4,15,30
29441,9141,prior,67,2,9,3
29443,43502,prior,37,3,10,6
29444,27789,prior,35,3,17,3
29447,9781,prior,5,6,14,30
29452,16001,prior,5,1,22,6
29458,53414,prior,13,0,14,8
29460,59712,prior,53,1,18,1
29461,15574,prior,4,4,7,10
29465,46160,prior,17,3,13,30
29467,3582,prior,3,2,21,13
